created_at,full_text,quote_count,reply_count,retweet_count,favorite_count,text_cleaned
Sun Jul 30 15:46:12 +0000 2023,"@Bandaidcs Lagi main shopee cocoki😓 hbu, kakk??",0,1,0,0,main hbu
Sun Jul 30 15:45:49 +0000 2023,"@immortellez ANAK MEME GITU PELISPELISPLEIS, YA ALLAH KADANG AKU SUKA KETAWA KALAU LIAT KAMU LEWAT TL TUH. thankyouu ya udah buat hari aku yang awalnya gloomy jadi lebih baik! :D dan sampe sekarang aku masih keinget sama meme yang ‘shoppee cocoki’ 😭 i'm so glad that we can be a moots, immo!",0,1,1,0,anak meme pelispelispleis kadang suka ketawa lihat timeline thankyouu gloomy meme shoppee sok glad that be moots immo
Sun Jul 30 15:45:37 +0000 2023,lu punya kuasa lu bisa main cocoki,0,0,0,0,kuasa main
Sun Jul 30 15:45:07 +0000 2023,@lokakaria Lu udah pernah main cocoki belum?,0,1,0,0,main
Sun Jul 30 15:44:48 +0000 2023,"@DevarraSiwi @discountfess Shopee cocoki itu kan ada 3 level,, nah misal udh sampe 3 level, masi bisa main lagi ga ya di hari itu juga ??",0,2,0,0,level level main
Sun Jul 30 15:44:07 +0000 2023,"Ada joki cocoki gasi, bodoh banget w rasanya",0,2,0,0,joki gasi bodoh
Sun Jul 30 15:44:05 +0000 2023,"syopi tuh nama gamenya harusnya bukan cocoki, tapi puki anjink BENCI BGT",0,0,0,0,nama gamenya puki anjink benci
Sun Jul 30 15:43:59 +0000 2023,Orang² kok bisa ya menang cocoki sampe berkali²?? :(,0,1,0,0,orang menang berkali
Sun Jul 30 15:43:57 +0000 2023,masih bertahan si shopee cocoki..,0,0,0,0,bertahan
Sun Jul 30 15:43:50 +0000 2023,main cocoki bikin stres dah kaga menang2,0,0,0,0,main stres kagak menang
Sun Jul 30 15:43:44 +0000 2023,MAMAAAA MAU MENANG COCOKI JUGAAA,0,0,0,0,menang
Sun Jul 30 15:43:42 +0000 2023,yg blm pernah menang cocoki tp masih tetep main hebat sih,0,0,0,0,menang main hebat
Sun Jul 30 15:43:24 +0000 2023,"heran dehhh, dikerjaan ngantuk puolll kek ayam mau disembeleh, udah sampe rumah udah baring malah ambis main sopi cocoki😌😌😌😌😌",0,0,0,0,heran dikerjaan ngantuk puol kayak ayam disembeleh rumah baring ambisi main
Sun Jul 30 15:43:12 +0000 2023,@discountfess cocoki asu,0,0,0,0,asu
Sun Jul 30 15:42:44 +0000 2023,@songgukcikarang plis gue main cocoki dengan motivasi twit ini tapikok sama aja ya,0,1,0,0,main motivasi twit tapikok
Sun Jul 30 15:42:06 +0000 2023,Meratapi salah pencet pas main cocoki gegara jempol gue kegedean babiiiiiiiq,0,1,0,0,meratapi salah pencet main gara-gara jempol kegedean babiq
Sun Jul 30 15:41:44 +0000 2023,@Histuoire Sumpah pantesan kakak gila akhir-akhir ini. Main cocoki dimananya sih?,0,1,0,0,pantesan kakak gila main dimananya
Sun Jul 30 15:41:43 +0000 2023,Anjay gue dapet kemenangan cocoki gue yang ke-2 😎,0,0,0,0,anjay kemenangan
Sun Jul 30 15:41:42 +0000 2023,@chwentchu kaya ga ada harga diri gw ketipu muslihat sopi cocoki,0,0,0,0,kayak harga tertipu muslihat
Sun Jul 30 15:41:17 +0000 2023,thx cocoki. batre dari 100% sampe 76% sampe diketawain sama adek gegara stress sendiri🥲 https://t.co/6ZV7Lwrhjk,1,0,0,0,terimakasih batre diketawain adek gara-gara stre
Sun Jul 30 15:41:12 +0000 2023,Bisa gila lama2 main shopee cocoki,0,0,0,0,gila main
Sun Jul 30 15:39:10 +0000 2023,cocoki susah bgt anjayyy,0,0,0,0,susah anjay
Sun Jul 30 15:38:58 +0000 2023,"cocoki sopi ada masalah apasi sama gue, ga pernah dikasi menang🥲",0,0,0,0,apasi dikasi menang
Sun Jul 30 15:38:57 +0000 2023,pengen gebuk orang gara2 main sopi cocoki,0,0,0,0,gebuk orang gara main
Sun Jul 30 15:38:33 +0000 2023,"@noeyhaj Andai bisa diuninstall aja si cocoki, karena kalau muncul terus jadi pengen nyoba terus 😭",0,1,0,0,andai diuninstall muncul mencoba
Sun Jul 30 15:38:18 +0000 2023,@ryuisnthere yang buka les khusus shopee cocoki entah spp nya ngalahin inten bakal gw trabas,0,0,0,0,buka les khusus sumbangan pembinaan pendidikan mengalahkan inten trabas
Sun Jul 30 15:38:17 +0000 2023,Gua kadang takut masuk rsj terus ditanya kenapa bisa gila begini dan gua jawab karena main cocoki.,1,5,0,0,kadang takut masuk rsj gila main
Sun Jul 30 15:37:03 +0000 2023,cocoki hr ini polanya sulit hdeh,0,0,0,0,polanya sulit hdeh
Sun Jul 30 15:36:49 +0000 2023,"Berdamai dg diri sendiri itu, pas gw udah berenti main cocoki. Btw gw udh pernah menang sekali si😎",0,0,0,0,berdamai berenti main ngomong-ngomong menang
Sun Jul 30 15:36:32 +0000 2023,gue udah di tahap pms gak nangisin idup lagi tapi nangisin cocoki anjrit bgt.,1,1,0,0,tahap pms nangisin hidup nangisin anjing
Sun Jul 30 15:36:28 +0000 2023,pada main cocoki lah di sopi gua gaada masa,0,1,0,0,main
Sun Jul 30 15:35:56 +0000 2023,"@mygxvir7 @teajos_ @discountfess 2k/3k kak bebass, wa aja ya kak jangan dm nomornya ada aku sematkan",0,0,0,0,beba whatsapp dm nomornya sematkan
Sun Jul 30 15:35:49 +0000 2023,@0xduajutadollar belom😭😭 gregetan abis main cocoki,0,1,0,0,gregetan main
Sun Jul 30 15:35:43 +0000 2023,"@babibubabubiba aku klo gabut buka cocoki pls con, walau gagal trs tp ak tertantang",0,1,0,0,kalo bosan buka con gagal tertantang
Sun Jul 30 15:35:31 +0000 2023,gmn ya cara menang cocoki,0,2,0,0,menang
Sun Jul 30 15:34:28 +0000 2023,dahlah saya capek main cocoki ga menang2,0,0,0,0,cape main menang
Sun Jul 30 15:34:20 +0000 2023,Bener2 ya lu cocoki bikin komat kamit,0,0,0,0,komat kamit
Sun Jul 30 15:34:10 +0000 2023,Aku pasti bisa menang game syopi cocoki jancok ini.,0,0,0,0,menang permainan
Sun Jul 30 15:34:00 +0000 2023,yaallah do i’m not deserve to menang shopee cocoki level tiga? aku sebel banget‼️‼️‼️😭,0,0,0,0,deserve menang level sebel
Sun Jul 30 15:33:50 +0000 2023,@mochipaji Egk bagi gue cocoki tetep game terngeselun😇🙏,0,1,0,0,egk permainan terngeselun
Sun Jul 30 15:33:37 +0000 2023,@soasixlu wkwkwk cocoki,0,1,0,0,wkwkwk
Sun Jul 30 15:33:12 +0000 2023,bro main shopee cocoki gapernah berhasil😔☝️,0,0,0,0,saudara laki-laki main berhasil
Sun Jul 30 15:33:10 +0000 2023,gue main cocoki lama2 muak sendiri anjrit,0,0,0,0,main muak anjing
Sun Jul 30 15:32:54 +0000 2023,cocoki monyet gue gamenang2 kezel,0,1,1,0,monyet gamenang kezel
Sun Jul 30 15:32:43 +0000 2023,"SUMPAH YAH, INI KALO COCOKI MANUSIA SUDAH AKU MISUH MISUHIN DPN MUKA NYA PLZ 😔😔😔😔😔😔😔😔 https://t.co/aXGSlsObop",0,0,0,0,manusia misuh misuhin muka plz
Sun Jul 30 15:32:06 +0000 2023,sopi cocoki alias game sopicok ini game pembodohan kata gw,0,0,0,0,permainan sopicok permainan pembodohan
Sun Jul 30 15:31:37 +0000 2023,"Maaf ga twitteran dulu, lagi sibuk main shopee cocoki. Ini bukan tentang menangin koin 10.000. Tapi tentang harga diriku yang main ini berhari hari tapi gapernah menang. Tag sahabat gagalku @tiffany_mjb",1,1,0,1,maaf twitteran sibuk main menangin koin harga diriku main berhari menang tag sahabat gagalku
Sun Jul 30 15:31:24 +0000 2023,cocoki sialan😔👊🏻,0,0,0,0,sialan
Sun Jul 30 15:31:11 +0000 2023,"Jam segini waktu ngegamenya abdi biasa dia buka pubg, malah sayup2 terdengar “ngopi2 ngopi masee”  Wkwk Cocoki emang bener lu yeee!",0,0,0,0,jam ngegamenya abdi buka pubg sayup terdengar ngopi ngopi masee ye
Sun Jul 30 15:30:57 +0000 2023,"@discountfess Info joki shopee cocoki dong,gw main ga menang menang mulu",0,0,0,0,informasi joki main menang menang
Sun Jul 30 15:30:35 +0000 2023,"COCOKI SUMPAH YAH BUAT PUSING ANJINKKKKK, tapi gue tertantang fakk, org gila",0,0,0,0,pusing anjink tertantang fakk orang gila
Sun Jul 30 15:30:29 +0000 2023,kenapa gue ga bisa2 main shopew cocoki,0,0,0,0,main shopew
Sun Jul 30 15:30:17 +0000 2023,@TEHSISRl info cocoki,0,1,0,0,informasi
Sun Jul 30 15:29:46 +0000 2023,@discountfess Gimana cara main shopee cocoki??,0,0,0,0,main
Sun Jul 30 15:29:31 +0000 2023,bukannya gosok baju malah main cocoki terus,0,0,0,0,gosok baju main
Sun Jul 30 15:29:24 +0000 2023,konyol banget ni shopee cocoki anjing,0,0,0,0,konyol anjing
Sun Jul 30 15:29:20 +0000 2023,Cocoki wasting my time Gapernah lolos... Tp Ga ada nyawa..  Tau2 udah 3jam aja main  Kapok,0,0,0,0,wasting my time lolos nyawa jam main kapok
Sun Jul 30 15:29:02 +0000 2023,@discountfess Soalnya kl hasil dari cocoki nihil😭 alias dapet stres doang gue,0,1,0,0,hasil nihil stres
Sun Jul 30 15:28:25 +0000 2023,"Tiap ada ttg org menang cocoki, langsung coba maen. Tp gagal2 juga 😠 smpe gila",0,0,0,10,orang menang langsung coba main gagal gila
Sun Jul 30 15:28:03 +0000 2023,gua akan stop main game cocoki karna yang bs diambil cmn hikmahnya,0,0,0,0,stop main permainan diambil cuman hikmahnya
Sun Jul 30 15:27:59 +0000 2023,"🐱 Tidur gasik karena besok senin harus bangun pagi buat mulai cakar sofa lagi, numpahin pasir dari litter box, berantakin tisu, balikin tangkuban perahu, bikin candi, main shopee cocoki anjg."" https://t.co/HsCMkPXS6s""",0,0,0,0,tidur gasik senin bangun pagi cakar sofa numpahin pasir litter box berantakin tisu balikin tangkuban perahu candi main anjing
Sun Jul 30 15:27:48 +0000 2023,Kok semua orang bisa menang shopee cocoki,0,1,0,1,orang menang
Sun Jul 30 15:27:06 +0000 2023,"hari ini gw nyerah main cocoki, gatau kalo besok",0,1,0,0,nyerah main tau
Sun Jul 30 15:26:46 +0000 2023,WONU LU HARUS MAIN SHOPEE COCOKI‼️,0,0,0,0,wonu main
Sun Jul 30 15:26:26 +0000 2023,Paraaaaah gabisa2 tembus cocoki 😭😭,0,0,0,0,parah tembus
Sun Jul 30 15:25:59 +0000 2023,ndassku beneran sampe mumet dolanan cocoki anjggg,0,1,0,2,indak pusing dolanan anjing
Sun Jul 30 15:25:42 +0000 2023,@usus2belasjari yg buat game cocoki aja ajak kesana cuy,0,0,0,0,permainan ajak kesana cuy
Sun Jul 30 15:25:41 +0000 2023,ga main cocoki sehari jd susah menang😔,0,0,0,0,main sehari susah menang
Sun Jul 30 15:23:44 +0000 2023,@itakehaya YATUHAN SEMOGA FI MENANG COCOKI DETIK INI JUGA BIAR BISA NGASIH MAKaN MIKHAVI DAN UPDATE DEK LASA hehehe mwach 😘,0,1,0,0,yatuhan semoga menang detik mengasih makan mikhavi update adik lasa hehehe mwach
Sun Jul 30 15:23:44 +0000 2023,aslinya aku stress juga pas maen wkwkwkwkwk cuma karena aku merasa harga diriku tercoreng dan ternodai cuma gegara cocoki doang aku terus berjuang sampe akhirnya menang 😭😭😭,0,0,0,0,aslinya stre main wkwkwkwkwk harga diriku tercoreng ternodai gara-gara berjuang menang
Sun Jul 30 15:23:34 +0000 2023,Anjrit bgt nih shopee cocoki susah bgt,0,0,0,0,anjing susah
Sun Jul 30 15:22:42 +0000 2023,betmut bgt kalah mulu maen cocoki,0,3,0,0,betmut kalah main
Sun Jul 30 15:22:20 +0000 2023,@ahyeoncakes cocoki jg yhh😔,0,1,0,0,yhh
Sun Jul 30 15:21:57 +0000 2023,Wonwoo coba lu main shopee cocoki deh bisa gak? Wkwk gw belom pernah menang anjir😭😭,0,2,0,0,wonwoo coba main menang
Sun Jul 30 15:21:54 +0000 2023,@noeyhaj gue tiap hari bete gegara cocoki😭,0,1,0,0,bosan gara-gara
Sun Jul 30 15:21:31 +0000 2023,@ssecretroom kalo menang cocoki🙏🏻🙏🏻🙏🏻,0,1,0,0,menang
Sun Jul 30 15:20:49 +0000 2023,aku udah nyerah main sopi cocoki MALAS,0,1,0,0,nyerah main malas
Sun Jul 30 15:20:03 +0000 2023,cocoki asu lah,0,0,0,0,asu
Sun Jul 30 15:19:57 +0000 2023,impianku saat ini cm pgn bisa menang shopi cocoki,0,1,0,0,impianku menang
Sun Jul 30 15:19:36 +0000 2023,"dari kemarin tiap mau selesai cocoki gw rekamin ujung ujungnya kalah mulu kambingggg, game aneh game benda2nya bersembunyi 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻",0,1,0,0,kemarin selesai rekamin ujungnya kalah kambing permainan aneh permainan bendanya bersembunyi
Sun Jul 30 15:19:22 +0000 2023,dahi nya sampe berkerut² main cocoki wkwk @philovphobia,0,1,0,0,dahi berkerut main
Sun Jul 30 15:19:14 +0000 2023,@discountfess Nder kok u ga stress si maen cocoki 😭,0,0,0,0,brother stre main
Sun Jul 30 15:18:58 +0000 2023,stlah bertapa dg cocoki semingguan☺️ https://t.co/K5ZhVzS88G,0,0,0,0,stlah bertapa semingguan
Sun Jul 30 15:18:36 +0000 2023,"Cape bgt w main cocoki g menang 😭 https://t.co/nGGyf5BJvm""",0,0,0,0,capek main menang
Sun Jul 30 15:17:59 +0000 2023,"gue penasaran bgt smpe instal lg shopee, demi ingin memecahkan game cocoki itu, tp ttep kga bisa anj",0,0,0,0,penasaran instal memecahkan permainan kga anjing
Sun Jul 30 15:17:56 +0000 2023,@kaptenAmercia PLISSS KEJER KOIN 10K COCOKI SEENGANYA SEKALI SEUMUR HIDUP MESTI NAMATIN COCOKI TERUS UPLOAD TIKTOK PAKE SOUND WAR IS OVER ATAU GA LAST CHAPTER,0,0,0,0,kejer koin seenganya seumur hidup mesti namatin upload tiktok pakai sound war is over last chapter
Sun Jul 30 15:17:12 +0000 2023,YG NGIDE BUAT GAME SHOPEE COCOKI SIAPA SI ANJENGGGG,0,0,0,0,ngide permainan anjeng
Sun Jul 30 15:16:56 +0000 2023,aku mau coba main shopee coki coki alias cocoki,0,1,0,0,coba main coki coki
Sun Jul 30 15:16:54 +0000 2023,"@convomf Hore menang, seharian main shopee cocoki dr pagi smp malem gatot terus smp barusan",0,0,0,0,hore menang seharian main pagi malam gatot barusan
Sun Jul 30 15:16:34 +0000 2023,ak mw main cocoki lg,0,0,0,0,main
Sun Jul 30 15:16:24 +0000 2023,Yaa Allah pada spam cocoki di akun shopee gue 😭 https://t.co/Nixuw4YXoE,0,0,0,0,spam akun
Sun Jul 30 15:15:56 +0000 2023,"Biasanya selesai gak selesai maen hp jam 10 dah harus tidur, tapi gara2 maen syopi cocoki emosi gak menang2 sampe skrng 😫😫",0,1,0,2,selesai selesai main handphone jam tidur gara main emosi menang
Sun Jul 30 15:15:26 +0000 2023,"Sakit kepala obatnya apa? Btul, cocoki shopee level 3",0,0,0,0,sakit kepala obatnya level
Sun Jul 30 15:15:08 +0000 2023,"Definisi Never Give Up 💪 Selalu menang di akhir2 malam 🧘‍♀️ main 10x menang 9x.lumayan lah Yg lain udah menang 13x 👍 Semoga ini games ada terus,wolopun bikin gangguan mental 🤣😅  Cocoki shopee https://t.co/oMJ1OP6wsZ",0,0,0,0,definisi never give up menang malam main menang lumayan menang semoga games wolopun gangguan mental
Sun Jul 30 15:14:53 +0000 2023,sakit kepalaku main cocoki kagak menang terus,0,0,0,0,sakit kepalaku main menang
Sun Jul 30 15:14:48 +0000 2023,@discountfess IYAKAN EMG TAI NI COCOKI,0,0,0,0,iyakan tahi
Sun Jul 30 15:14:42 +0000 2023,Main cocoki bikin mata burem anjir,0,2,0,0,main mata buram
Sun Jul 30 15:14:28 +0000 2023,kapan aku bisa menang cocoki,0,0,0,0,menang
Sun Jul 30 15:14:08 +0000 2023,makin stress maen sopi cocoki,0,0,0,0,stre main
Sun Jul 30 15:13:07 +0000 2023,stress main cocoki,0,0,0,0,stre main
Sun Jul 30 15:12:53 +0000 2023,siapa yang udah pernah menang cocoki?,0,2,0,0,menang
Sun Jul 30 15:12:38 +0000 2023,Akhirnya bisa ngerasain menang di shopee cocoki setelah beberapa hari nyoba gak pernahh menang 😭 https://t.co/BKti2YBX4D,0,0,0,0,merasai menang mencoba pernahh menang
Sun Jul 30 15:12:24 +0000 2023,@mengwonnu gabisa pls aku orgnya emosian 😭 ada tutor ngga kak supaya cepet selesai? asli cape banget dari kmrin main cocoki ga prnah menang 😔,0,1,0,0,orgnya emosian tutor cepat selesai asli capek kemarin main menang
Sun Jul 30 15:12:23 +0000 2023,fomo pada main sopi cocoki tp jdnya gue pusing,0,1,0,0,fomo main jdnya pusing
Sun Jul 30 15:11:59 +0000 2023,"klo gua g bles chat lu GUA GA GHOSTING, GUA LG KEASIKAN MAIN COCOKI",0,1,0,0,kalo bles chat ghosting keasikan main
Sun Jul 30 15:11:56 +0000 2023,AK SDH MUAK SMA GAME COCOKI😡,0,0,0,0,muak permainan
Sun Jul 30 15:11:45 +0000 2023,@sagrltarius hehe gem ku cuma gem shopee yg cocoki (?) itu 😬😬,0,0,0,0,he gem gem
Sun Jul 30 15:11:18 +0000 2023,main cocoki sampai emosi.,0,1,0,0,main emosi
Sun Jul 30 15:11:16 +0000 2023,@discountfess Main cocoki bkin pusing wkwkw @AminSyarifudin malah darting🤣🤣🤣,0,1,0,0,main bikin pusing wkwkw darting
Sun Jul 30 15:11:06 +0000 2023,"2x menang shopee cocoki, bukan tentang 10k koin tapi tentang emosi yg membludak karna ni gamee😡👎 https://t.co/8IJD3j8GVU",0,0,0,1,menang koin emosi membludak gamee
Sun Jul 30 15:10:40 +0000 2023,orang orang main cocoki bisa sampe 90rb njr gua mentok' 10 doang,0,2,0,0,orang orang main ribu njr mentok
Sun Jul 30 15:10:32 +0000 2023,main cocoki bentar baru tidur,0,0,0,0,main sebentar tidur
Sun Jul 30 15:09:38 +0000 2023,shopee cocoki pukiii,0,0,0,0,puki
Sun Jul 30 15:09:27 +0000 2023,mks y cocoki https://t.co/7EUPU77DvX,0,0,0,0,mks
Sun Jul 30 15:09:16 +0000 2023,main sh*pee cocoki lv 3 gak bisa2 sampe kebawa mimpi😭,0,0,0,0,main sh pee lv terbawa mimpi
Sun Jul 30 15:08:52 +0000 2023,capek banget main shopee cocoki dr sore ga menang2 😭😭😭😭😭😭,0,0,0,0,cape main sore menang
Sun Jul 30 15:08:15 +0000 2023,/wal main cocoki sampai tegaring garing 😔😔 https://t.co/WReMER4ew9,1,39,0,4,wal main tegaring garing
Sun Jul 30 15:07:43 +0000 2023,Emang aku se ngga deserve itu yah buat menang shopee cocoki😔 @ShopeeID,0,2,0,0,deserve menang
Sun Jul 30 15:07:43 +0000 2023,@vnersace Cocoki yang salah.,0,1,0,0,salah
Sun Jul 30 15:07:35 +0000 2023,@noeyhaj Pasti cocoki yh,0,1,0,0,
Sun Jul 30 15:07:34 +0000 2023,Cocoki anying emosi bgt,0,0,0,0,anying emosi
Sun Jul 30 15:07:22 +0000 2023,Sebelum tidur saatnya main shopee cocoki,0,0,0,0,tidur main
Sun Jul 30 15:06:53 +0000 2023,ada ga sih joki main shopee cocoki 😭 kesel banget ga menang² udah hari kelima ini anjeengg,0,0,0,1,joki main kesal menang anjeengg
Sun Jul 30 15:06:06 +0000 2023,Gw mau main cocoki lg wml,0,0,0,0,main wml
Sun Jul 30 15:06:04 +0000 2023,cocoki bikin stress,0,1,0,1,stre
Sun Jul 30 15:05:13 +0000 2023,Pengen main cocoki lagi tapi udah menang :(,0,0,0,0,main menang
Sun Jul 30 15:04:36 +0000 2023,@discountfess Gw stress anjir main cocoki gak menang menang,0,0,0,0,stre main menang menang
Sun Jul 30 15:04:32 +0000 2023,Aku gak pulang kalo gak menang cocoki....   Diusir sih akuu 😭 gak menang2,0,0,0,0,pulang menang diusir menang
Sun Jul 30 15:04:28 +0000 2023,"Bagi tips biar menang main Shopee cocoki dong guys, kese bnget gk menang 😭😭""",0,0,0,0,tips menang main teman-teman kese menang
Sun Jul 30 15:04:23 +0000 2023,Main cocoki nyerah gk bisa mulu,0,1,0,0,main nyerah
Sun Jul 30 15:04:22 +0000 2023,@satan_wings @discountfess udah ah aku phobia cocoki,0,0,0,0,ah phobia
Sun Jul 30 15:04:00 +0000 2023,cocoki membuat batreku boros,0,0,0,0,batreku boros
Sun Jul 30 15:03:31 +0000 2023,"kok orang bisa menang terus sih main cocoki""",0,0,0,0,orang menang main
Sun Jul 30 15:03:19 +0000 2023,@currentmoan @tanyakanrl Lah aku andro main cocoki juga panas kok 😭,0,1,0,0,andro main panas
Sun Jul 30 15:03:09 +0000 2023,joki syopi cocoki bisa ga yh?😁😁☝🏻,0,0,0,0,joki
Sun Jul 30 15:03:05 +0000 2023,"Sopi cocoki anjirrrr, ah gue kesel banget mainnya 😭😭",0,0,0,0,ah kesal mainnya
Sun Jul 30 15:02:30 +0000 2023,kpan yah menang cocoki,0,2,0,0,menang
Sun Jul 30 15:02:27 +0000 2023,"30 Juli 2023 • Banyak percobaan: 5-6x • Durasi bermain: Ga inget, tapi pagi main berkali2 ga menang. Pas sore, main 1x langsung menang 😭 • Tingkat kesulitan: lebih gampang dari yg tgl 29, soalnya masih bisa dimenangin.  Mulai tweet ini pic 2 isinya pola cocoki hari itu. https://t.co/H2fWhi1uRu",0,1,0,0,juli percobaan durasi bermain pagi main berkali menang sore main langsung menang tingkat kesulitan gampang tanggal dimenangin tweet picture isinya pola
Sun Jul 30 15:02:16 +0000 2023,Yg main Shopee cocoki terus menang kasih tips dong aku main kalah mulu 😭😭,1,1,0,0,main menang kasih tips main kalah
Sun Jul 30 15:01:53 +0000 2023,@calypsourz mabar cocoki,0,0,0,0,mabar
Sun Jul 30 15:00:49 +0000 2023,"@formkhcn @discountfess Masuk ke shopee games trus geser ke banner ke dua, itu cocoki, tetep ga ada kah?",0,0,0,0,masuk games geser banner
Sun Jul 30 15:00:14 +0000 2023,AKU HAMPIR MENANG GAME SHOPEE COCOKI ANJIRRR🅰️🅰️🅰️🅰️🅰️🅰️ FRUSTASI MAININ ITU,0,0,0,0,menang permainan frustasi mainin
Sun Jul 30 14:59:00 +0000 2023,"@convomfs Ngha, shopee cocoki ku udah coba berpuluh puluh kali tp selalu gahal",0,0,0,0,ngha coba berpuluh puluh gahal
Sun Jul 30 14:58:35 +0000 2023,main shopee cocoki sampe eneg anjr,0,0,0,0,main eneg anjr
Sun Jul 30 14:58:31 +0000 2023,saya putuskan untuk pensiun sementara dari shopee cocoki karena udah 3 hari lose streak 🥲,0,1,0,0,putuskan pensiun lose streak
Sun Jul 30 14:58:27 +0000 2023,mau tidur malah keingeT UDAH MAIN COCOKI 5 HARI BELOM MENANG JG,0,0,0,0,tidur main menang
